run,Number of States,time
37,32,1.1038064956665038e-05
37,33,1.1167347431182861e-05
37,34,1.106184720993042e-05
37,35,1.1024951934814452e-05
37,36,1.1017084121704102e-05
37,37,1.1072993278503418e-05
37,38,1.1076390743255615e-05
37,39,1.1090993881225586e-05
37,40,1.1099874973297119e-05
37,41,1.1111915111541748e-05
37,42,1.1138617992401123e-05
37,43,1.1043190956115723e-05
37,44,1.1020123958587647e-05
37,45,1.1042416095733642e-05
37,46,1.1180222034454346e-05
37,47,1.1152029037475586e-05
37,48,1.1182308197021485e-05
37,49,1.1340022087097167e-05
37,50,1.1236071586608886e-05
38,4,1.1682987213134766e-05
38,5,1.1741042137145996e-05
38,6,1.1684954166412353e-05
38,7,1.1764407157897949e-05
38,8,1.1715054512023925e-05
38,9,1.178455352783203e-05
38,10,1.1740028858184815e-05
38,11,1.1740028858184815e-05
38,12,1.1696040630340576e-05
38,13,1.182180643081665e-05
38,14,1.1794626712799072e-05
38,15,1.1795520782470702e-05
38,16,1.1740267276763916e-05
38,17,1.1793851852416992e-05
38,18,1.1753380298614502e-05
38,19,1.1769413948059082e-05
38,20,1.1771440505981445e-05
38,21,1.1752963066101074e-05
38,22,1.176595687866211e-05
38,23,1.1739492416381835e-05
38,24,1.1736392974853515e-05
38,25,1.174485683441162e-05
38,26,1.1776387691497802e-05
38,27,1.1871576309204101e-05
38,28,1.1763989925384521e-05
38,29,1.1824905872344971e-05
38,30,1.1824071407318115e-05
38,31,1.184922456741333e-05
38,32,1.1828064918518067e-05
38,33,1.1744201183319092e-05
38,34,1.1836707592010497e-05
38,35,1.1793136596679687e-05
38,36,1.1722803115844726e-05
38,37,1.1837244033813477e-05
38,38,1.1819541454315186e-05
38,39,1.1818766593933106e-05
38,40,1.1853158473968506e-05
38,41,1.1870622634887696e-05
38,42,1.1830389499664306e-05
38,43,1.2061834335327149e-05
38,44,1.1910140514373779e-05
38,45,1.1868417263031006e-05
38,46,1.1880874633789063e-05
38,47,1.173102855682373e-05
38,48,1.1751890182495116e-05
38,49,1.1989951133728027e-05
38,50,1.1877000331878662e-05
39,4,1.1284589767456055e-05
39,5,1.1091113090515137e-05
39,6,1.1173725128173828e-05
39,7,1.0951101779937745e-05
39,8,1.0897278785705566e-05
39,9,1.0823726654052735e-05
39,10,1.1005759239196777e-05
39,11,1.1047303676605224e-05
39,12,1.1094152927398681e-05
39,13,1.1122405529022217e-05
39,14,1.1087298393249512e-05
39,15,1.1102855205535889e-05
39,16,1.108837127685547e-05
39,17,1.1082887649536133e-05
39,18,1.1080563068389893e-05
39,19,1.1087536811828613e-05
39,20,1.1059165000915527e-05
39,21,1.0979175567626952e-05
39,22,1.1001706123352051e-05
39,23,1.0989427566528321e-05
39,24,1.1004507541656494e-05
39,25,1.0991096496582032e-05
39,26,1.1012017726898194e-05
39,27,1.0946393013000489e-05
39,28,1.1016130447387695e-05
39,29,1.1000514030456543e-05
39,30,1.09635591506958e-05
39,31,1.1048734188079833e-05
39,32,1.1051177978515624e-05
39,33,1.1038482189178466e-05
39,34,1.1041343212127685e-05
39,35,1.1033117771148681e-05
39,36,1.1053502559661865e-05
39,37,1.1177897453308105e-05
39,38,1.1165738105773927e-05
39,39,1.1121511459350586e-05
39,40,1.1095225811004638e-05
39,41,1.1101722717285156e-05
39,42,1.1123359203338623e-05
39,43,1.1081337928771972e-05
39,44,1.1118590831756591e-05
39,45,1.1166393756866456e-05
39,46,1.113802194595337e-05
39,47,1.1122703552246094e-05
39,48,1.10931396484375e-05
39,49,1.1159002780914307e-05
39,50,1.1191308498382568e-05
40,4,1.1136651039123536e-05
40,5,1.1335790157318115e-05
40,6,1.1351406574249267e-05
40,7,1.1342287063598633e-05
40,8,1.1326730251312256e-05
40,9,1.1427521705627442e-05
40,10,1.1386394500732423e-05
40,11,1.1341452598571777e-05
40,12,1.1498391628265381e-05
40,13,1.1514008045196533e-05
40,14,1.129978895187378e-05
40,15,1.1276185512542724e-05
40,16,1.1315762996673584e-05
40,17,1.1287808418273925e-05
40,18,1.1383235454559327e-05
40,19,1.1395871639251709e-05
40,20,1.1331915855407715e-05
40,21,1.1343419551849366e-05
40,22,1.1352062225341796e-05
40,23,1.13794207572937e-05
40,24,1.1187195777893066e-05
40,25,1.1404633522033691e-05
40,26,1.1341452598571777e-05
40,27,1.1332929134368896e-05
40,28,1.13905668258667e-05
40,29,1.1398732662200928e-05
40,30,1.1391282081604004e-05
40,31,1.140528917312622e-05
40,32,1.1365711688995361e-05
40,33,1.1289596557617187e-05
40,34,1.1428117752075195e-05
40,35,1.141268014907837e-05
40,36,1.1465966701507568e-05
40,37,1.1444270610809325e-05
40,38,1.1485397815704346e-05
40,39,1.143854856491089e-05
40,40,1.1471569538116456e-05
40,41,1.1590003967285157e-05
40,42,1.1462390422821044e-05
40,43,1.15278959274292e-05
40,44,1.148432493209839e-05
40,45,1.1507570743560791e-05
40,46,1.1508345603942871e-05
40,47,1.1378705501556396e-05
40,48,1.1467814445495605e-05
40,49,1.1407017707824706e-05
40,50,1.1637508869171143e-05
41,4,1.138603687286377e-05
41,5,1.1483371257781982e-05
41,6,1.1214137077331543e-05
41,7,1.1497259140014648e-05
41,8,1.1441707611083985e-05
41,9,1.1491000652313233e-05
41,10,1.1448383331298828e-05
41,11,1.1428296566009522e-05
41,12,1.1451542377471924e-05
41,13,1.1456429958343505e-05
41,14,1.1497735977172852e-05
41,15,1.1382400989532471e-05
41,16,1.1362910270690918e-05
41,17,1.1428594589233399e-05
41,18,1.1424660682678223e-05
41,19,1.1468350887298585e-05
41,20,1.1240482330322266e-05
41,21,1.1262059211730957e-05
41,22,1.1595845222473144e-05
41,23,1.1598289012908935e-05
41,24,1.1503994464874267e-05
41,25,1.1570155620574952e-05
41,26,1.1349260807037353e-05
41,27,1.1324524879455566e-05
41,28,1.1560261249542237e-05
41,29,1.147693395614624e-05
41,30,1.1467397212982177e-05
41,31,1.1708140373229981e-05
41,32,1.1479318141937256e-05
41,33,1.1490881443023681e-05
41,34,1.1550009250640868e-05
41,35,1.157170534133911e-05
41,36,1.1562168598175049e-05
41,37,1.1581122875213623e-05
41,38,1.1564970016479492e-05
41,39,1.1599719524383544e-05
41,40,1.157587766647339e-05
41,41,1.1553764343261719e-05
41,42,1.1585414409637452e-05
41,43,1.1611700057983399e-05
41,44,1.1584937572479248e-05
41,45,1.1603593826293945e-05
41,46,1.1635005474090576e-05
41,47,1.1599123477935791e-05
41,48,1.1599361896514892e-05
41,49,1.1615455150604248e-05
41,50,1.1634647846221924e-05
42,4,1.0790765285491943e-05
42,5,1.085507869720459e-05
42,6,1.0778307914733887e-05
42,7,1.0695457458496094e-05
42,8,1.0830223560333252e-05
42,9,1.0612428188323974e-05
42,10,1.0750234127044678e-05
42,11,1.0800004005432128e-05
42,12,1.066601276397705e-05
42,13,1.0693073272705078e-05
42,14,1.0641753673553466e-05
42,15,1.0656177997589112e-05
42,16,1.0616540908813477e-05
42,17,1.0625481605529785e-05
42,18,1.0671436786651612e-05
42,19,1.0691046714782716e-05
42,20,1.0667264461517335e-05
42,21,1.0711252689361573e-05
42,22,1.0692954063415527e-05
42,23,1.0721027851104736e-05
42,24,1.0647237300872803e-05
42,25,1.0722219944000245e-05
42,26,1.0712683200836182e-05
42,27,1.071399450302124e-05
42,28,1.0788261890411378e-05
42,29,1.0703980922698975e-05
42,30,1.0680079460144042e-05
42,31,1.0699748992919922e-05
42,32,1.0742783546447754e-05
42,33,1.0724782943725585e-05
42,34,1.0704755783081055e-05
42,35,1.0661423206329346e-05
42,36,1.070106029510498e-05
42,37,1.0668754577636718e-05
42,38,1.0664641857147217e-05
42,39,1.0631859302520751e-05
42,40,1.067739725112915e-05
42,41,1.0670185089111328e-05
42,42,1.0675132274627685e-05
42,43,1.0802388191223145e-05
42,44,1.0684609413146973e-05
42,45,1.0731756687164307e-05
42,46,1.0732591152191161e-05
42,47,1.0763704776763916e-05
42,48,1.0734975337982178e-05
42,49,1.0703146457672118e-05
42,50,1.0765433311462403e-05
43,4,1.078706979751587e-05
43,5,1.0871231555938721e-05
43,6,1.0786652565002441e-05
43,7,1.0742902755737304e-05
43,8,1.0782957077026366e-05
43,9,1.0834097862243652e-05
43,10,1.0861575603485108e-05
43,11,1.0813772678375245e-05
43,12,1.0807693004608155e-05
43,13,1.0878682136535645e-05
43,14,1.0916173458099365e-05
43,15,1.0946810245513917e-05
43,16,1.0918021202087403e-05
43,17,1.090914011001587e-05
43,18,1.0876178741455079e-05
43,19,1.0930180549621581e-05
43,20,1.089555025100708e-05
43,21,1.0953783988952637e-05
43,22,1.09444260597229e-05
43,23,1.0937213897705079e-05
43,24,1.0889828205108642e-05
43,25,1.0967254638671875e-05
43,26,1.0885775089263917e-05
43,27,1.0956525802612304e-05
43,28,1.0914623737335204e-05
43,29,1.0978043079376221e-05
43,30,1.0961174964904785e-05
43,31,1.0940074920654298e-05
43,32,1.0913550853729247e-05
43,33,1.098567247390747e-05
43,34,1.0953247547149657e-05
43,35,1.0951995849609375e-05
43,36,1.0937392711639404e-05
43,37,1.0875225067138671e-05
43,38,1.086723804473877e-05
43,39,1.090526580810547e-05
43,40,1.0850191116333008e-05
43,41,1.0850250720977784e-05
43,42,1.0937869548797608e-05
43,43,1.0977208614349365e-05
43,44,1.0991334915161133e-05
43,45,1.0970830917358399e-05
43,46,1.0987520217895508e-05
43,47,1.0947227478027343e-05
43,48,1.1054754257202148e-05
43,49,1.0994195938110351e-05
43,50,1.0985851287841798e-05
44,4,1.0670900344848632e-05
44,5,1.07613205909729e-05
44,6,1.0659754276275635e-05
44,7,1.0741055011749268e-05
44,8,1.0718882083892822e-05
44,9,1.0670185089111328e-05
44,10,1.0721147060394288e-05
44,11,1.0651767253875732e-05
44,12,1.0682880878448487e-05
44,13,1.0658979415893555e-05
44,14,1.0704159736633302e-05
44,15,1.0756492614746094e-05
44,16,1.0688602924346923e-05
44,17,1.0668933391571045e-05
44,18,1.0670065879821778e-05
44,19,1.07269287109375e-05
44,20,1.0716378688812256e-05
44,21,1.0710358619689941e-05
44,22,1.0723531246185303e-05
44,23,1.0708034038543702e-05
44,24,1.070106029510498e-05
44,25,1.0723650455474854e-05
44,26,1.0723769664764404e-05
44,27,1.0623633861541749e-05
44,28,1.0669291019439698e-05
44,29,1.0692179203033447e-05
44,30,1.0679244995117188e-05
44,31,1.0631918907165527e-05
44,32,1.068323850631714e-05
44,33,1.0760784149169922e-05
44,34,1.0731339454650879e-05
44,35,1.0733187198638916e-05
44,36,1.0703206062316894e-05
44,37,1.0738492012023926e-05
44,38,1.0696887969970703e-05
44,39,1.0663211345672607e-05
44,40,1.0631263256072998e-05
44,41,1.0637521743774413e-05
44,42,1.067805290222168e-05
44,43,1.0767936706542969e-05
44,44,1.0728895664215088e-05
44,45,1.0851740837097169e-05
44,46,1.0947346687316894e-05
44,47,1.0749340057373047e-05
44,48,1.069575548171997e-05
44,49,1.0767877101898193e-05
44,50,1.0769546031951904e-05
45,4,1.122218370437622e-05
45,5,1.1145949363708496e-05
45,6,1.1210799217224122e-05
45,7,1.1210143566131591e-05
45,8,1.1228561401367187e-05
45,9,1.1097133159637451e-05
45,10,1.1206686496734619e-05
45,11,1.1120200157165527e-05
45,12,1.1070072650909423e-05
45,13,1.1157035827636719e-05
45,14,1.09824538230896e-05
45,15,1.0798215866088866e-05
45,16,1.1136233806610108e-05
45,17,1.1134743690490723e-05
45,18,1.122051477432251e-05
45,19,1.114797592163086e-05
45,20,1.1136770248413086e-05
45,21,1.115107536315918e-05
45,22,1.1236786842346191e-05
45,23,1.1109828948974609e-05
45,24,1.1080443859100342e-05
45,25,1.1145293712615966e-05
45,26,1.1203587055206299e-05
45,27,1.1235415935516357e-05
45,28,1.1150896549224853e-05
45,29,1.1186718940734863e-05
45,30,1.1153995990753174e-05
45,31,1.1162042617797852e-05
45,32,1.1036694049835205e-05
45,33,1.1039197444915771e-05
45,34,1.1121153831481933e-05
45,35,1.1157870292663575e-05
45,36,1.1209428310394286e-05
45,37,1.1299848556518555e-05
45,38,1.1214971542358399e-05
45,39,1.122879981994629e-05
45,40,1.1203587055206299e-05
45,41,1.129305362701416e-05
45,42,1.1400580406188965e-05
45,43,1.126939058303833e-05
45,44,1.1332690715789795e-05
45,45,1.1304676532745361e-05
45,46,1.1293292045593262e-05
45,47,1.131904125213623e-05
45,48,1.1321783065795899e-05
45,49,1.1312723159790039e-05
45,50,1.1296629905700684e-05
46,4,1.1706292629241943e-05
46,5,1.1659741401672363e-05
46,6,1.1595845222473144e-05
46,7,1.1510193347930909e-05
46,8,1.154845952987671e-05
46,9,1.1505007743835449e-05
46,10,1.1537492275238038e-05
46,11,1.159113645553589e-05
46,12,1.1535167694091796e-05
46,13,1.156848669052124e-05
46,14,1.1595070362091064e-05
46,15,1.1521339416503906e-05
46,16,1.1486351490020752e-05
46,17,1.1507093906402587e-05
46,18,1.1490166187286377e-05
46,19,1.1589944362640381e-05
46,20,1.1595845222473144e-05
46,21,1.1608719825744629e-05
46,22,1.1715888977050781e-05
46,23,1.1651039123535157e-05
46,24,1.162940263748169e-05
46,25,1.168358325958252e-05
46,26,1.170194149017334e-05
46,27,1.1604547500610352e-05
46,28,1.1697947978973388e-05
46,29,1.164078712463379e-05
46,30,1.1623919010162353e-05
46,31,1.1421382427215576e-05
46,32,1.143324375152588e-05
46,33,1.1391520500183105e-05
46,34,1.1753737926483154e-05
46,35,1.1657238006591796e-05
46,36,1.1629045009613038e-05
46,37,1.171565055847168e-05
46,38,1.1696279048919677e-05
46,39,1.1685907840728759e-05
46,40,1.1731386184692382e-05
46,41,1.1572778224945068e-05
46,42,1.1608719825744629e-05
46,43,1.1624038219451905e-05
46,44,1.1623382568359376e-05
46,45,1.1686503887176514e-05
46,46,1.1680364608764648e-05
46,47,1.1675119400024414e-05
46,48,1.1666178703308105e-05
46,49,1.163029670715332e-05
46,50,1.1680126190185547e-05
47,4,1.0246694087982178e-05
47,5,1.0686814785003661e-05
47,6,1.0662376880645751e-05
47,7,1.0716140270233155e-05
47,8,1.064854860305786e-05
47,9,1.0660350322723389e-05
47,10,1.0701954364776612e-05
47,11,1.0622739791870117e-05
47,12,1.0765373706817627e-05
47,13,1.0676801204681397e-05
47,14,1.0800421237945556e-05
47,15,1.074814796447754e-05
47,16,1.084744930267334e-05
47,17,1.080334186553955e-05
47,18,1.08528733253479e-05
47,19,1.0879635810852051e-05
47,20,1.0820508003234864e-05
47,21,1.0769963264465332e-05
47,22,1.0860681533813476e-05
47,23,1.08528733253479e-05
47,24,1.0804474353790284e-05
47,25,1.0979771614074708e-05
47,26,1.0814070701599122e-05
47,27,1.0842204093933105e-05
47,28,1.0870039463043213e-05
47,29,1.0838687419891357e-05
47,30,1.0861992835998536e-05
47,31,1.0899722576141357e-05
47,32,1.0913610458374023e-05
47,33,1.0918676853179932e-05
47,34,1.0883569717407227e-05
47,35,1.0940194129943847e-05
47,36,1.0925412178039551e-05
47,37,1.0863244533538818e-05
47,38,1.0889530181884766e-05
47,39,1.0862171649932861e-05
47,40,1.0850250720977784e-05
47,41,1.0904908180236817e-05
47,42,1.0886847972869874e-05
47,43,1.0941207408905029e-05
47,44,1.097261905670166e-05
47,45,1.0892629623413085e-05
47,46,1.101672649383545e-05
47,47,1.0891973972320556e-05
47,48,1.0944008827209473e-05
47,49,1.0967671871185303e-05
47,50,1.0982334613800048e-05
48,4,1.1333584785461425e-05
48,5,1.1320233345031738e-05
48,6,1.1296451091766357e-05
48,7,1.139533519744873e-05
48,8,1.1290431022644043e-05
48,9,1.1239290237426757e-05
48,10,1.1194348335266113e-05
48,11,1.1216819286346436e-05
48,12,1.1254370212554932e-05
48,13,1.127845048904419e-05
48,14,1.1226534843444824e-05
48,15,1.124095916748047e-05
48,16,1.1200070381164551e-05
48,17,1.1276960372924805e-05
48,18,1.1211454868316651e-05
48,19,1.1338174343109132e-05
48,20,1.1193990707397461e-05
48,21,1.1204719543457032e-05
48,22,1.1228680610656738e-05
48,23,1.1313557624816895e-05
48,24,1.1194825172424317e-05
48,25,1.1301398277282715e-05
48,26,1.1279642581939698e-05
48,27,1.1221945285797119e-05
48,28,1.1285543441772461e-05
48,29,1.1335492134094238e-05
48,30,1.1391401290893556e-05
48,31,1.1280477046966552e-05
48,32,1.1259377002716065e-05
48,33,1.1426687240600586e-05
48,34,1.1306881904602051e-05
48,35,1.134192943572998e-05
48,36,1.1333525180816651e-05
48,37,1.1372268199920654e-05
48,38,1.1335909366607666e-05
48,39,1.1372864246368409e-05
48,40,1.1350631713867187e-05
48,41,1.140129566192627e-05
48,42,1.1479079723358154e-05
48,43,1.1387825012207032e-05
48,44,1.1521100997924805e-05
48,45,1.1405110359191895e-05
48,46,1.1468648910522461e-05
48,47,1.1408805847167968e-05
48,48,1.1398792266845704e-05
48,49,1.15278959274292e-05
48,50,1.1509954929351806e-05
49,4,1.0646760463714599e-05
49,5,1.0719418525695802e-05
49,6,1.0612905025482178e-05
49,7,1.063472032546997e-05
49,8,1.0669231414794922e-05
49,9,1.0670602321624756e-05
49,10,1.0613679885864259e-05
49,11,1.0676383972167969e-05
49,12,1.069331169128418e-05
49,13,1.071488857269287e-05
49,14,1.065295934677124e-05
49,15,1.0660529136657716e-05
49,16,1.0719835758209228e-05
49,17,1.063990592956543e-05
49,18,1.0658860206604004e-05
49,19,1.0646283626556397e-05
49,20,1.0699987411499023e-05
49,21,1.0729789733886718e-05
49,22,1.0716795921325684e-05
49,23,1.0680615901947022e-05
49,24,1.072150468826294e-05
49,25,1.0686099529266357e-05
49,26,1.062941551208496e-05
49,27,1.0614633560180664e-05
49,28,1.0554730892181397e-05
49,29,1.0612845420837402e-05
49,30,1.0602414608001708e-05
49,31,1.061803102493286e-05
49,32,1.058948040008545e-05
49,33,1.0551810264587402e-05
49,34,1.0668158531188965e-05
49,35,1.0739922523498536e-05
49,36,1.0802805423736573e-05
49,37,1.0798811912536621e-05
49,38,1.0764539241790771e-05
49,39,1.0734975337982178e-05
49,40,1.0784506797790527e-05
49,41,1.0776162147521973e-05
49,42,1.0802626609802246e-05
49,43,1.0833740234375e-05
49,44,1.0827720165252685e-05
49,45,1.0673701763153075e-05
49,46,1.0786056518554688e-05
49,47,1.0706067085266113e-05
49,48,1.0794997215270997e-05
49,49,1.0697007179260254e-05
49,50,1.0702908039093017e-05
50,4,1.1329472064971924e-05
50,5,1.13183856010437e-05
50,6,1.1205434799194336e-05
50,7,1.1394023895263672e-05
50,8,1.1277377605438233e-05
50,9,1.1289060115814209e-05
50,10,1.1368989944458008e-05
50,11,1.1271297931671143e-05
50,12,1.1306703090667724e-05
50,13,1.132255792617798e-05
50,14,1.1340975761413575e-05
50,15,1.1180102825164795e-05
50,16,1.1301577091217042e-05
50,17,1.1360228061676025e-05
50,18,1.1271893978118896e-05
50,19,1.1295735836029052e-05
50,20,1.1421442031860352e-05
50,21,1.1488914489746094e-05
50,22,1.1504888534545899e-05
50,23,1.1471807956695557e-05
50,24,1.1535584926605224e-05
50,25,1.1568009853363038e-05
50,26,1.1483430862426758e-05
50,27,1.1452078819274902e-05
50,28,1.1475205421447753e-05
50,29,1.147902011871338e-05
50,30,1.1644840240478515e-05
50,31,1.1329114437103271e-05
50,32,1.1390149593353271e-05
50,33,1.1393368244171143e-05
50,34,1.1416494846343995e-05
50,35,1.144498586654663e-05
50,36,1.1432230472564697e-05
50,37,1.1425614356994629e-05
50,38,1.1346518993377686e-05
50,39,1.1376500129699708e-05
50,40,1.1345267295837403e-05
50,41,1.141911745071411e-05
50,42,1.1380791664123534e-05
50,43,1.1448264122009277e-05
50,44,1.1430978775024414e-05
50,45,1.1403024196624756e-05
50,46,1.1415541172027587e-05
50,47,1.1452555656433105e-05
50,48,1.1422812938690186e-05
50,49,1.1480391025543213e-05
50,50,1.1432766914367676e-05
51,4,1.120901107788086e-05
51,5,1.115262508392334e-05
51,6,1.1176526546478271e-05
51,7,1.1248111724853515e-05
51,8,1.1204004287719727e-05
51,9,1.1237561702728271e-05
51,10,1.1255919933319091e-05
51,11,1.1147379875183105e-05
51,12,1.1142611503601075e-05
51,13,1.1141836643218994e-05
51,14,1.1105239391326904e-05
51,15,1.1124730110168457e-05
51,16,1.113283634185791e-05
51,17,1.1146008968353271e-05
51,18,1.1172711849212647e-05
51,19,1.1178851127624512e-05
51,20,1.1190652847290038e-05
51,21,1.1194884777069091e-05
51,22,1.1226713657379151e-05
51,23,1.1179625988006591e-05
51,24,1.1219024658203124e-05
51,25,1.1106669902801514e-05
51,26,1.1088967323303223e-05
51,27,1.1059224605560303e-05
51,28,1.1224567890167237e-05
51,29,1.125425100326538e-05
51,30,1.1202812194824219e-05
51,31,1.1172115802764893e-05
51,32,1.1152803897857666e-05
51,33,1.1201739311218262e-05
51,34,1.1215627193450928e-05
51,35,1.1262714862823486e-05
51,36,1.123291254043579e-05
51,37,1.1260449886322022e-05
51,38,1.1251688003540039e-05
51,39,1.12990140914917e-05
51,40,1.1352598667144776e-05
51,41,1.136469841003418e-05
51,42,1.1385977268218994e-05
51,43,1.1623680591583252e-05
51,44,1.149141788482666e-05
51,45,1.1409819126129151e-05
51,46,1.1433720588684082e-05
51,47,1.1408567428588867e-05
51,48,1.1396169662475586e-05
51,49,1.1430680751800537e-05
51,50,1.1445045471191406e-05
52,4,1.192384958267212e-05
52,5,1.180511713027954e-05
52,6,1.1768877506256104e-05
52,7,1.1826276779174805e-05
52,8,1.1725306510925292e-05
52,9,1.1768758296966553e-05
52,10,1.1814296245574952e-05
52,11,1.1743068695068359e-05
52,12,1.177901029586792e-05
52,13,1.181650161743164e-05
52,14,1.1807620525360107e-05
52,15,1.1777758598327638e-05
52,16,1.1802852153778076e-05
52,17,1.1747419834136963e-05
52,18,1.1762797832489014e-05
52,19,1.1832773685455321e-05
52,20,1.1881887912750244e-05
52,21,1.1801838874816895e-05
52,22,1.1826753616333007e-05
52,23,1.1843621730804444e-05
52,24,1.4488339424133302e-05
52,25,1.183861494064331e-05
52,26,1.1775612831115723e-05
52,27,1.1776506900787353e-05
52,28,1.1834323406219482e-05
52,29,1.1873126029968262e-05
52,30,1.1793017387390138e-05
52,31,1.1844754219055176e-05
52,32,1.1806130409240723e-05
52,33,1.1792182922363281e-05
52,34,1.195758581161499e-05
52,35,1.1840462684631348e-05
52,36,1.2008309364318848e-05
52,37,1.1898994445800782e-05
52,38,1.1996984481811524e-05
52,39,1.1950075626373291e-05
52,40,1.1843323707580567e-05
52,41,1.1897921562194824e-05
52,42,1.1898338794708253e-05
52,43,1.1975049972534179e-05
52,44,1.1891484260559082e-05
52,45,1.1951923370361329e-05
52,46,1.2006163597106934e-05
52,47,1.197957992553711e-05
52,48,1.200336217880249e-05
52,49,1.2002289295196534e-05
52,50,1.1973321437835693e-05
53,4,1.0556936264038087e-05
53,5,1.0549664497375488e-05
53,6,1.0530531406402588e-05
53,7,1.0546326637268066e-05
53,8,1.0526001453399659e-05
53,9,1.0501623153686523e-05
53,10,1.0451912879943848e-05
53,11,1.0441482067108154e-05
53,12,1.0487377643585206e-05
53,13,1.0550618171691894e-05
53,14,1.0504066944122315e-05
53,15,1.0498344898223878e-05
53,16,1.0491251945495606e-05
53,17,1.0619699954986573e-05
53,18,1.0591745376586913e-05
53,19,1.0522007942199707e-05
53,20,1.0960936546325684e-05
53,21,1.1037468910217285e-05
53,22,1.1063992977142333e-05
53,23,1.101398468017578e-05
53,24,1.1014580726623536e-05
53,25,1.1002123355865479e-05
53,26,1.1074960231781005e-05
53,27,1.1060893535614014e-05
53,28,1.1211693286895752e-05
53,29,1.1080443859100342e-05
53,30,1.1045992374420166e-05
53,31,1.112973690032959e-05
53,32,1.1113345623016357e-05
53,33,1.1204063892364503e-05
53,34,1.1149585247039795e-05
53,35,1.1138200759887695e-05
53,36,1.1067569255828857e-05
53,37,1.1139035224914551e-05
53,38,1.1124849319458008e-05
53,39,1.1120617389678956e-05
53,40,1.11391544342041e-05
53,41,1.1105716228485108e-05
53,42,1.1097908020019532e-05
53,43,1.0633170604705811e-05
53,44,1.0640859603881836e-05
53,45,1.0694503784179688e-05
53,46,1.0792136192321778e-05
53,47,1.0744869709014893e-05
53,48,1.072680950164795e-05
53,49,1.0744988918304443e-05
53,50,1.0774433612823486e-05
54,4,1.0453581809997559e-05
54,5,1.1121869087219238e-05
54,6,1.1111259460449219e-05
54,7,1.1610925197601319e-05
54,8,1.1524736881256104e-05
54,9,1.1617660522460938e-05
54,10,1.1566102504730224e-05
54,11,1.1565804481506348e-05
54,12,1.1566400527954101e-05
54,13,1.1590480804443359e-05
54,14,1.1595606803894043e-05
54,15,1.1582493782043457e-05
54,16,1.1626303195953368e-05
54,17,1.1561155319213867e-05
54,18,1.1598467826843262e-05
54,19,1.1643290519714356e-05
54,20,1.1679649353027344e-05
54,21,1.1640489101409911e-05
54,22,1.1688172817230225e-05
54,23,1.15739107131958e-05
54,24,1.1570334434509277e-05
54,25,1.1644959449768067e-05
54,26,1.1633336544036866e-05
54,27,1.1671245098114014e-05
54,28,1.1615872383117676e-05
54,29,1.1839568614959716e-05
54,30,1.1755824089050292e-05
54,31,1.1756956577301025e-05
54,32,1.1773347854614258e-05
54,33,1.170569658279419e-05
54,34,1.1816740036010743e-05
54,35,1.1768877506256104e-05
54,36,1.1818468570709229e-05
54,37,1.1813461780548096e-05
54,38,1.1819601058959962e-05
54,39,1.1841893196105957e-05
54,40,1.1806309223175049e-05
54,41,1.1767148971557616e-05
54,42,1.1690735816955567e-05
54,43,1.1716008186340333e-05
54,44,1.1758923530578614e-05
54,45,1.1769652366638183e-05
54,46,1.1789500713348388e-05
54,47,1.1709034442901611e-05
54,48,1.1719048023223877e-05
54,49,1.1715888977050781e-05
54,50,1.171243190765381e-05
55,4,1.0468065738677979e-05
55,5,1.0278522968292236e-05
55,6,1.0306358337402344e-05
55,7,1.047283411026001e-05
55,8,1.0562419891357422e-05
55,9,1.0465741157531739e-05
55,10,1.0593175888061523e-05
55,11,1.0507285594940185e-05
55,12,1.051539182662964e-05
55,13,1.0642111301422118e-05
55,14,1.0740935802459717e-05
55,15,1.0854899883270264e-05
55,16,1.0796546936035156e-05
55,17,1.0834753513336181e-05
55,18,1.1361122131347656e-05
55,19,1.1241376399993896e-05
55,20,1.1253416538238525e-05
55,21,1.1278331279754638e-05
55,22,1.1332929134368896e-05
55,23,1.1272311210632324e-05
55,24,1.1237204074859619e-05
55,25,1.1278152465820313e-05
55,26,1.1243999004364014e-05
55,27,1.1392712593078614e-05
55,28,1.1306464672088623e-05
55,29,1.1232554912567138e-05
55,30,1.1196672916412353e-05
55,31,1.1274158954620361e-05
55,32,1.1179685592651367e-05
55,33,1.122426986694336e-05
55,34,1.1226058006286622e-05
55,35,1.1347591876983643e-05
55,36,1.1229455471038818e-05
55,37,1.1340498924255371e-05
55,38,1.1295974254608153e-05
55,39,1.1396169662475586e-05
55,40,1.1264264583587647e-05
55,41,1.1222302913665771e-05
55,42,1.1226713657379151e-05
55,43,1.1258959770202637e-05
55,44,1.1300802230834961e-05
55,45,1.1249780654907227e-05
55,46,1.1293292045593262e-05
55,47,1.1275887489318847e-05
55,48,1.1224508285522461e-05
55,49,1.1245131492614746e-05
55,50,1.1224150657653809e-05
56,4,1.1405229568481446e-05
56,5,1.135087013244629e-05
56,6,1.1365354061126709e-05
56,7,1.1347293853759766e-05
56,8,1.1203885078430176e-05
56,9,1.1149704456329346e-05
56,10,1.138746738433838e-05
56,11,1.1146903038024903e-05
56,12,1.1182725429534913e-05
56,13,1.1377871036529542e-05
56,14,1.1329412460327148e-05
56,15,1.1320829391479491e-05
56,16,1.1531293392181396e-05
56,17,1.1358499526977539e-05
56,18,1.1322200298309327e-05
56,19,1.1381983757019043e-05
